product_id,repeat_intervals,mean_interval_days
1075074,112,66.89285714285714
1036432,112,69.49107142857143
1019643,112,48.598214285714285
949965,111,68.67567567567568
932179,111,57.450450450450454
871162,111,19.0990990990991
856345,111,63.67567567567568
840601,111,61.711711711711715
6391381,111,45.68468468468468
1083721,111,53.5945945945946
1060269,111,41.630630630630634
923967,110,29.12727272727273
8090513,110,52.06363636363636
1115874,110,59.27272727272727
9553031,109,89.29357798165138
953134,109,31.81651376146789
930603,109,55.522935779816514
878445,109,37.62385321100918
873527,109,35.31192660550459
848071,109,76.43119266055047
837270,109,61.56880733944954
6548453,109,61.28440366972477
1128647,109,42.39449541284404
1100410,109,23.94495412844037
1051093,109,37.14678899082569
1043035,109,11.211009174311927
1040371,109,61.73394495412844
1011926,109,40.08256880733945
995230,108,37.01851851851852
968774,108,45.46296296296296
864774,108,100.61111111111111
863664,108,34.0462962962963
7139529,108,70.89814814814815
5587837,108,44.21296296296296
13008334,108,33.53703703703704
1043494,108,52.407407407407405
990656,107,52.925233644859816
986760,107,51.87850467289719
9836460,107,59.06542056074766
9526730,107,25.018691588785046
9296919,107,62.495327102803735
865528,107,55.242990654205606
861279,107,87.8411214953271
5585636,107,32.44859813084112
5584645,107,32.55140186915888
1046756,107,53.64485981308411
1019247,107,41.90654205607477
997309,106,42.54716981132076
991592,106,41.160377358490564
991223,106,55.06603773584906
952981,106,72.76415094339623
948086,106,49.70754716981132
923673,106,62.84905660377358
917494,106,65.98113207547169
896974,106,52.528301886792455
896862,106,72.81132075471699
866755,106,61.490566037735846
865511,106,29.047169811320753
822785,106,63.509433962264154
10149640,106,84.39622641509433
957063,105,61.78095238095238
925862,105,71.84761904761905
12171656,105,39.63809523809524
1099089,105,54.23809523809524
1051305,105,39.75238095238095
1049788,105,101.08571428571429
1034499,105,76.4
1013641,105,65.63809523809523
1011645,105,32.42857142857143
989824,104,84.5673076923077
925112,104,66.5576923076923
911215,104,70.22115384615384
889731,104,65.72115384615384
826144,104,50.36538461538461
1137346,104,56.31730769230769
1131344,104,61.26923076923077
1101706,104,50.39423076923077
1076056,104,84.65384615384616
1060408,104,53.11538461538461
1038462,104,35.96153846153846
974108,103,44.94174757281554
932298,103,48.42718446601942
922318,103,39.8252427184466
889649,103,56.87378640776699
882247,103,56.76699029126213
6534030,103,45.679611650485434
5568447,103,56.8252427184466
12301073,103,67.67961165048544
1139827,103,64.55339805825243
1083787,103,47.70873786407767
1070803,103,9.62135922330097
962118,102,49.85294117647059
923670,102,37.794117647058826
900072,102,52.15686274509804
899580,102,25.774509803921568
892728,102,20.166666666666668
842140,102,73.27450980392157
823990,102,85.25490196078431
12384365,102,66.11764705882354
1080331,102,67.1470588235294
1039682,102,55.77450980392157
1034176,102,49.81372549019608
1017061,102,27.431372549019606
944317,101,52.73267326732673
898212,101,64.44554455445545
879504,101,48.12871287128713
871440,101,43.7029702970297
848015,101,42.12871287128713
1121384,101,56.08910891089109
1116578,101,36.64356435643565
1077143,101,52.79207920792079
1040346,101,56.83168316831683
1030362,101,35.53465346534654
1012284,101,44.306930693069305
982469,100,23.19
980727,100,95.87
931672,100,36.12
904129,100,55.52
867668,100,79.12
862799,100,73.59
852035,100,62.83
851676,100,65.88
825365,100,53.64
8011285,100,31.63
5585186,100,40.28
13115903,100,45.43
1112825,100,27.84
1110409,100,47.7
1108092,100,44.5
10457044,100,25.5
1044895,100,96.47
1006878,100,53.41
997506,99,36.111111111111114
977374,99,5.525252525252525
9705473,99,53.696969696969695
9487927,99,67.9090909090909
9245108,99,25.262626262626263
886703,99,64.61616161616162
838258,99,48.58585858585859
6514160,99,47.666666666666664
5589247,99,43.94949494949495
13008321,99,31.757575757575758
12301839,99,62.717171717171716
1042702,99,40.90909090909091
955075,98,25.6734693877551
946839,98,68.31632653061224
945805,98,73.95918367346938
945779,98,70.35714285714286
914577,98,34.826530612244895
895268,98,53.857142857142854
880253,98,31.428571428571427
835243,98,56.88775510204081
832001,98,66.36734693877551
7410290,98,58.683673469387756
6533362,98,52.765306122448976
5584847,98,52.46938775510204
12949590,98,46.826530612244895
1016709,98,50.734693877551024
9707137,97,36.865979381443296
949836,97,21.412371134020617
936924,97,54.43298969072165
906844,97,34.896907216494846
851057,97,61.670103092783506
847344,97,78.4020618556701
845078,97,48.83505154639175
836281,97,73.38144329896907
5587938,97,48.83505154639175
5567702,97,29.52577319587629
1120443,97,63.865979381443296
1103629,97,87.1340206185567
1103105,97,66.35051546391753
1058930,97,55.72164948453608
10285144,97,83.37113402061856
